_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
2338,4121,TR-01700,2481,Birchmount Rd,Birchmount Rd,East,Bonis Ave,North,T439,22,,LCN,Temporarily Removed,Provincial,S4000439,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3006297661928, 43.7869550576696]]}"
2339,4122,TR-01702,90,Commander Blvd,Commander Blvd,North,North Wind Pl,West,T6306,23,,LKN,Existing,Provincial,S4106306,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2662652296352, 43.7937697942145]]}"
2340,4123,TR-01705,170,Nugget Ave,Nugget Ave,North,Shorting Rd,West,T9649,23,,LKN,Existing,Provincial,S4109649,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2533679980809, 43.7950049550962]]}"
2341,4124,TR-01707,1236,Huntingwood Dr,Brimley Rd,West,Huntingwood Dr,North,T4826,23,,T,Temporarily Removed,Provincial,S4104826,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2736226351665, 43.7986853848405]]}"
2342,4125,TR-03358,368,Gerrard St E,Gerrard St E,North,Sackville St,East,T1107,13,,LC,Existing,Provincial,00TS6088,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3636604552998, 43.6627640541411]]}"
2343,4126,TR-03362,1,Diana Dr,Keele St,West,Diana Dr,South,T3976,06,,LC,Existing,Provincial,00TS9222,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4856126002029, 43.7408787906212]]}"
2344,4127,TR-03363,3326,Keele St,Keele St,West,Sheppard Ave W,South,T4030,06,,LK,Existing,Provincial,00TS9100,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4864580888087, 43.744291155713]]}"
2345,4128,TR-03367,6199,Steeles Ave W,Steeles Ave W,South,Islington Ave,East,T8284,07,,LC,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.574132234091, 43.7643216207402]]}"
2346,4129,TR-03371,35,Shoreham Dr,Jane St,East,Shoreham Dr,South,T3922,07,,U,Existing,Provincial,00TS9464,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5201512669945, 43.7686209929011]]}"
2347,4130,TR-03377,150,Heath St W,Avenue Rd,West,Heath St W,North,2155,12,,B,Existing,Provincial,00TS5454,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.40249868929, 43.6888462545419]]}"
2348,4131,TR-03379,,,Bathurst St,Centre East,Queen St W,South,T186A,10,Queen Street West,Q10-SA,Existing,Provincial,TS12280R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4038661718944, 43.6469588905392]]}"
2349,4132,TR-03381,,,Bathurst St,Centre East,Queen St W,South,T186C,10,Queen Street West,Q10-SA,Existing,Provincial,TS12276L,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4039161811622, 43.6470805410382]]}"
2350,4133,TR-03383,,,Bathurst St,Centre East,Niagara St,South,T15224B,10,,Q10-SA,Existing,Provincial,TS12284M,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.401742867904, 43.6416397417722]]}"
2351,4134,TR-03385,,,Bathurst St,Centre West,Niagara St,North,T15225A,10,,Q10-SA,Existing,Provincial,TS12292R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4020659176312, 43.6422621759495]]}"
2352,4135,TR-03392,,,Lake Shore Blvd W,Centre South,Thirty Seventh St,West,T5164B,03,,Q10-SA,Existing,Provincial,TS12314M,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5385639863547, 43.593299186864]]}"
2353,4136,TR-03394,,,Lake Shore Blvd W,Centre North,Thirty Seventh St,East,T5165A,03,,Q10-SA,Existing,Provincial,TS12322R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5377050787821, 43.5935650071717]]}"
2354,4137,TR-03396,,,Lake Shore Blvd W,Centre North,Thirty Seventh St,East,T5165C,03,,Q10-SA,Existing,Provincial,TS12318L,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5379407924269, 43.5935131528428]]}"
2355,4138,TR-03654,2195,Lake Shore Blvd W,Lake Shore Blvd W,Centre South,Marine Parade Dr,West,T5195C,03,,Q10-SA,Existing,Provincial,TS12360L,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4814128775412, 43.6226622394776]]}"
2356,4139,TR-02761,168,L'Amoreaux Dr,Birchmount Rd,West,L'Amoreaux Dr,North,T428,22,,LCN,Existing,Provincial,S3900428,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3072870212748, 43.8006841932147]]}"
2357,4140,TR-02763,56,James Park Sq,Brimley Rd,West,Mcnicoll Ave,North,T4828,23,,LKN,Existing,Provincial,S4104828,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2820901172115, 43.8159586095976]]}"
2358,4141,TR-02765,6000,Kingston Rd,Kingston Rd,North,Military Trl,East,T6493,25,,S,Existing,Provincial,S4406493,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1699603775769, 43.7814258723383]]}"
2359,4144,TR-02771,3069,Bathurst St,Bathurst St,East,Lawrence Ave W,South,T165,08,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4295771389339, 43.7191578059752]]}"
2360,4146,TR-02045,115,St Regis Cres N,St Regis Cres N,South,Bakersfield St,West,T4636,06,DuKe Heights,LKN,Temporarily Removed,Provincial,S0804636,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4811129921635, 43.7570353534521]]}"
2361,4147,TR-02047,219,Grandravine Dr,Grandravine Dr,South,Ollerton Rd,West,T2671,06,,LKN,Existing,Provincial,S0902671,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5023511025445, 43.7493820003074]]}"
2362,4148,TR-02049,1750,Finch Ave E,Finch Ave E,North,Seneca Hill Dr,East,T11115,17,,A,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.349347603928, 43.7941487744908]]}"
2363,4149,TR-02053,355,Drewry Ave,Grantbrook St,West,Drewry Ave,South,T6410,18,,T,Existing,Provincial,S2306410,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4336678268283, 43.7831178599821]]}"
2364,4150,TR-02060,39,Michael Dr,Mcnicoll Ave,North,Michael Dr,East,T2894,17,,LCN,Existing,Provincial,S2402894,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.364791360622, 43.8031071781714]]}"
2365,4152,TR-02071,2979,Eglinton Ave E,Eglinton Ave E,South,Bellamy Rd N,West,T2244,20,,US,Existing,Provincial,0TS12150,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2322366179156, 43.7400353749234]]}"
2366,4153,TR-02076,75,Arboretum Lane,The Pond Rd,East,Arboretum Lane,South,T14422,07,,LCN,Existing,Provincial,S0814422,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5111647551402, 43.7721794600073]]}"
2367,4154,TR-02082,46,Shediac Rd,Brimley Rd,West,Shediac Rd,North,T643,21,,LCN,Existing,Provincial,S3700643,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2536066223305, 43.7489609626068]]}"
2368,4155,TR-02084,2400,Midland Ave,Midland Ave,West,Weybright Crt,South,T5751,22,,S,Existing,Provincial,S4105751,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2767472424229, 43.7817990969612]]}"
2369,4157,SH-03068,206,Hilda Ave,Steeles Ave W,South,Hilda Ave,West,T8279,18,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4294594185484, 43.7958557441962]]}"
2370,4165,SH-00145,2,Prince George Dr,Islington Ave,West,Prince George Dr,North,T3826,02,,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5357721487299, 43.6724022841768]]}"
2371,4168,TR-01724,1901,Finch Ave W,Finch Ave W,South,Jane St,East,T2606,07,,U,Temporarily Removed,Provincial,00TS9084,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5170724464492, 43.7571643739501]]}"
2372,4169,TR-01728,1825,Finch Ave W,Driftwood Ave,East,Finch Ave W,South,T1999,07,,V,Temporarily Removed,Provincial,0TS11654,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5132082451539, 43.7578951885222]]}"
2373,4170,TR-01731,1685,Finch Ave W,Finch Ave W,South,Sentinel Rd,West,T2632,07,,LK,Temporarily Removed,Provincial,0TS11652,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.503589158147, 43.7601416201279]]}"
2374,4171,TR-01733,470,Sentinel Rd,Sentinel Rd,West,Finch Ave W,North,T8082,07,,LK,Temporarily Removed,Provincial,0TS11660,Yes,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5002562498108, 43.7612373636737]]}"
2375,4172,TR-01737,470,Sentinel Rd,Sentinel Rd,West,Fountainhead Rd,North,T8083,07,,T,Existing,Provincial,S0808083,Yes,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.500774255876, 43.7625603645116]]}"
2376,4173,TR-01739,715,Finch Ave W,Finch Ave W,South,Dufferin St,East,T9506,06,,U,Existing,Provincial,0TS11666,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4624106298727, 43.7697199159915]]}"
2377,4175,TR-01747,652,Finch Ave E,Finch Ave E,North,Page Ave,East,T2542,17,,LK,Existing,Provincial,00TS9452,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3807630334333, 43.7876494922796]]}"
2378,4176,TR-01749,1,Liszt Gt,Finch Ave E,North,Liszt Gt,East,T2521,17,,U,Existing,Provincial,00TS9234,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3629156189751, 43.7910379501641]]}"
2379,4177,TR-01751,177,Linus Rd,Finch Ave E,South,Linus Rd,East,T2520,17,,V,Existing,Provincial,0TS11804,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3577208818917, 43.7919171422906]]}"
2380,4178,TR-01753,1700,Finch Ave E,Finch Ave E,North,Skymark Dr,East,T2552,17,,VS,Existing,Provincial,0TS11910,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3520234186011, 43.7933780917951]]}"
2381,4179,TR-01758,1250,Markham Rd,Markham Rd,West,Tuxedo Crt,North,T5586,24,,U,Existing,Provincial,0TS11828,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2332259869962, 43.779638423785]]}"
2382,4180,TR-01762,1301,Markham Rd,Progress Ave,South,Markham Rd,East,T11364,24,,LCN,Existing,Provincial,S3811364,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2332772962719, 43.7818989125345]]}"
2383,4181,TR-01764,134A,Atlantic Ave,King St W,South,Atlantic Ave,West,T4155,10,,DIG-FE,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4215430744981, 43.640030621294]]}"
2384,4182,TR-01766,1441,Dundas St W,Dundas St W,South,Gladstone Ave,West,T2164,09,Little Portugal,J,Existing,Provincial,0TS11734,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4301011890933, 43.649532646637]]}"
2385,4183,TR-01768,1561,Dundas St W,Dundas St W,South,Sheridan Ave,West,T2186,09,Little Portugal,J,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4340191857286, 43.6497267581963]]}"
2386,4184,SH-00054,1960,Sheppard Ave W,Jane St,West,Sheppard Ave W,North,T3921,07,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5134127915094, 43.7395345230354]]}"
2387,4190,SH-02069,94,Festival Dr,Steeles Ave W,South,Hidden Trl,West,T8278,06,,A,Temporarily Removed,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4633419589587, 43.7884643373765]]}"
2388,4193,SH-03411,45,Overlea Blvd,Overlea Blvd,South,Thorncliffe Park Dr,West,T11651,15,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3453028693633, 43.7069362750616]]}"
2389,4198,TR-03404,,,Lake Shore Blvd W,Centre South,Legion Rd,West,T5185B,03,,Q10-SA,Existing,Provincial,TS12350M,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4835179887969, 43.6203328722222]]}"
2390,4200,TR-03410,,,Lake Shore Blvd W,Centre South,Louisa St,West,T5189A,03,,Q10-SA,Existing,Provincial,TS12340R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4865496506184, 43.6186775677362]]}"
2391,4201,TR-03411,,,Lake Shore Blvd W,Centre South,Louisa St,West,T5189B,03,,Q10-SA,Existing,Provincial,TS12338M,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4865329181289, 43.6187041919413]]}"
2392,4202,TR-01713,150,Nashdene Rd,Dynamic Dr,East,Nashdene Rd,North,T10827,23,,T,Existing,Provincial,S4110827,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2486162446337, 43.8200645814107]]}"
2393,4203,TR-01117,9,Haldon Ave,Haldon Ave,East,Cosburn Ave,North,T2228,19,,S,Existing,Provincial,S3102228,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3114350655065, 43.6979078187282]]}"
2394,4204,TR-01119,3003,Danforth Ave,Victoria Park Ave,West,Wakehood St,South,T4697,19,Danforth Village,S,Temporarily Removed,Provincial,S3204697,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2879894974587, 43.6900704237]]}"
2395,4205,TR-01121,555,Trethewey Dr,Trethewey Dr,South,Martha Eaton Way,West,T3139,05,,I,Existing,Provincial,0TS11506,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4911214393016, 43.6965802594859]]}"
2396,4206,TR-01126,2821,Weston Rd,Weston Rd,East,Gaydon Ave,South,T8727,07,,LCN,Existing,Provincial,S0708727,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5373212935706, 43.7202722257391]]}"
2397,4207,TR-01130,1415,Don Mills Rd,Don Mills Rd,East,Kern Rd,North,T1944,16,,U,Existing,Provincial,0TS11816,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.346796137475, 43.7503064759518]]}"
2398,4208,TR-01132,1708,Queen St E,Queen St E,North,Kingston Rd,East,T6806,19,The Beach,LC,Existing,Provincial,0TS6518P,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3122024054827, 43.6674036222462]]}"
2399,4210,TR-01139,347,Newcastle St,Newcastle St,South,Royal York Rd,East,4081,03,Mimico Village,D,Existing,Provincial,S0607015,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4986863839789, 43.6175270437913]]}"
2400,4212,TR-01147,4550,Dufferin St,Dufferin St,West,Finch Ave W,South,T12176,06,DuKe Heights,B,Existing,Provincial,0TS10924,Yes,Missing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.466983686852, 43.7682671978728]]}"
2401,4213,TR-01149,424,Milner Ave,Milner Ave,North,Dailing Gt,West,T1365,23,,T,Existing,Provincial,S4201365,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2304978198558, 43.7910911811266]]}"
2402,4214,TR-01154,340,Sentinel Rd,Sentinel Rd,West,Hucknall Rd,North,1254,07,,A,Existing,Provincial,0TS10920,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4991272208856, 43.7572856405551]]}"
2403,4215,TR-01156,3695,Keele St,Keele St,East,St Regis Cres,North,T13924,06,DuKe Heights,U,Existing,Provincial,0TS11416,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4886552912389, 43.7547666097211]]}"
2404,4216,TR-01160,229,Roncesvalles Ave,Roncesvalles Ave,East,Fermanagh Ave,South,T4571,04,Roncesvalles Village,J,Existing,Provincial,00TS6616,TO360,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4488543524398, 43.646010601444]]}"
2405,4218,TR-01166,763,Royal York Rd,Royal York Rd,East,Norseman St,North,3358,03,,B,Existing,Provincial,0TS11058,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.507056724379, 43.6372549177355]]}"
2406,4219,TR-01170,4280,Lawrence Ave E,Lawrence Ave E,North,West Hill Dr,East,T4427,25,,LKN,Existing,Provincial,S4404427,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1796895788322, 43.7699701110583]]}"
2407,4220,TR-01171,4304,Lawrence Ave E,Lawrence Ave E,North,Orchard Park Dr,East,T5285,25,,LKN,Existing,Provincial,S4405285,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1769314378039, 43.7705951029991]]}"
2408,4221,TR-01175,3638,Bathurst St,Hotspur Rd,North,Bathurst St,West,T6421,08,,T,Existing,Provincial,S1506421,Yes,Temporarily Removed,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4335435595958, 43.733154671662]]}"
2409,4222,TR-01177,31,Apache Trl,Finch Ave E,North,Cherokee Blvd,East,T2503,17,,S,Existing,Provincial,S3302503,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3366577924599, 43.7935551805312]]}"
2410,4223,TR-01181,2968,Dundas St W,Dundas St W,North,Pacific Ave,East,2986,04,The Junction,J,Temporarily Removed,Provincial,00TS5914,TO360,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4683060724137, 43.6655183148897]]}"
2411,4225,TR-01185,37,Little Ave,Lawrence Ave W,South,Hickory Tree Rd,West,2487,05,,A,Existing,Provincial,00TS6986,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5202305522791, 43.6990430151989]]}"
2412,4226,TR-01187,715,Don Mills Rd,Don Mills Rd,East,Gateway Blvd,North,T1936,16,,S,Existing,Provincial,S2601936,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3345148486642, 43.7107651209706]]}"
2413,4227,TR-01193,2,Wayne Ave,Warden Ave,West,Wayne Ave,North,T8619,21,,T,Existing,Provincial,S3708619,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2919294841608, 43.7381144689325]]}"
2414,4230,SH-03777,2337,Dundas St W,,,Bloor St W,,,04,,Canopy,Existing,Daytech,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4523371854797, 43.6560875900288]]}"
2415,4232,TR-02834,446,Manor Rd E,Bayview Ave,West,Manor Rd E,North,T1727,15,Bayview Leaside,B,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3757882685412, 43.7070581426318]]}"
2416,4233,TR-02836,160,The Donway W,The Donway W,West,Sanderling Pl,South,T14433,16,,LC,Existing,Provincial,0TS12172,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3482115895539, 43.7343323338242]]}"
2417,4234,TR-02838,3701,Danforth Ave,Danforth Ave,South,Birchmount Rd,East,T15011,20,,US,Existing,Provincial,0TS12152,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2586904393834, 43.6988219954576]]}"
2418,4235,SH-00555,3101,Victoria Park Ave,Victoria Park Ave,East,Finch Ave E,South,T8460,22,,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3310834449375, 43.7928129724251]]}"
2419,4239,SH-03950,2570,Yonge St,Yonge St,West,Briar Hill Ave,North,T8960,08,Uptown Yonge,B,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3999581046044, 43.713872730615]]}"
2420,4241,SH-03210,5343,Dundas St W,Dundas St W,South,Acorn Ave,West,T2137,03,,B,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5391562886068, 43.6369071692006]]}"
2421,4242,SH-02386,5517,Dundas St W,Dundas St W,South,Paulart Dr,East,T2177,03,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5465541858823, 43.6310319629511]]}"
2422,4245,SH-00354,800,Morningside Ave,Morningside Ave,West,Military Trl,North,T2957,24,,B,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1946554916917, 43.789603833633]]}"
2423,4246,SH-03295,151,Markham Rd,Markham Rd,East,Markanna Dr,South,T2861,24,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2176499896709, 43.7406013739275]]}"
2424,4247,SH-00926,1391,Weston Rd,Jane St,West,Weston Rd,North,T3935,05,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5011616951287, 43.691632678091]]}"
2425,4249,SH-01593,126,O'Connor Dr,O'Connor Dr,South,Pape Ave,West,T1419,14,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3506036467545, 43.6930722703709]]}"
2426,4251,TR-00607,1204,Avenue Rd,Avenue Rd,West,Hillhurst Blvd,North,930,08,,C,Temporarily Removed,Provincial,S1604784,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4118400967343, 43.7121575196226]]}"
2427,4252,TR-00609,604,Cosburn Ave,Coxwell Ave,West,Cosburn Ave,North,3058,14,,A,Existing,Provincial,00TS8904,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3281930952097, 43.6942839700214]]}"
2428,4253,TR-00611,5290,Yonge St,Yonge St,West,Ellerslie Ave,North,3107,18,Willowdale,B,Existing,Provincial,0TS11550,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4138320139186, 43.7723161518607]]}"
2429,4254,TR-00613,1250,Sheppard Ave W,Sheppard Ave W,North,Bakersfield St,West,T3106,06,DuKe Heights,J,Existing,Provincial,0TS10916,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4806497349444, 43.7543244851339]]}"
2430,4255,TR-00618,650,Parliament St,Parliament St,West,St James Ave,South,137,13,,Q,Existing,Provincial,TS11230P,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3702545479463, 43.6696297918991]]}"
2431,4256,TR-00622,1,Mcdonald's Pl,Wynford Dr,North,Concorde Pl,West,T4719,16,,A,Existing,Provincial,0TS11294,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3285347743325, 43.7272889674445]]}"
2432,4257,TR-00624,111,Sharpecroft Blvd,Keele St,West,Dovehouse Ave,South,T7885,06,,A,Existing,Provincial,00TS9212,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4876794222821, 43.7494122255855]]}"
2433,4258,TR-00626,1245,Dupont St,Dupont St,South,Dufferin St,West,T1004,09,,Q,Existing,Provincial,0TS5946P,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4392207270966, 43.6683425201949]]}"
2434,4261,TR-02232,1441,Lawrence Ave E,Carnforth Rd,East,Lawrence Ave E,South,T7594,16,,LKN,Existing,Provincial,S3407594,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3141443208966, 43.7408937196797]]}"
2435,4262,TR-02234,1,Oldborough Crcl,Van Horne Ave,North,Kingslake Rd,East,T7392,17,,LKN,Existing,Provincial,S3307392,Yes,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.345095423318, 43.7866003253466]]}"
2436,4263,TR-02240,3351,Bayview Ave,Cummer Ave,North,Bayview Ave,East,T1803,17,,LC,Temporarily Removed,Provincial,0TS11950,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3930591815574, 43.7926112146006]]}"
2437,4265,TR-02245,850,Supertest Rd,Supertest Rd,North,Flint Rd,East,T1609,06,DuKe Heights,S,Existing,Provincial,S0801609,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4808111484316, 43.7754867551223]]}"
2438,4270,TR-03716,1150,Ellesmere Rd,Ellesmere Rd,North,Midland Ave,East,T7697,21,,LCN,Existing,Provincial,S3707697,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2707324629295, 43.7681911250076]]}"
2439,4271,TR-03718,1240,Ellesmere Rd,Ellesmere Rd,North,Birkdale Rd,East,T7681,21,,LC,Existing,Provincial,0TS12548,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2663462286574, 43.7691349173261]]}"
2440,4272,TR-03720,61,Heather Rd,Brimley Rd,West,Heather Rd,South,T4824,23,,LKN,Temporarily Removed,Provincial,S4104824,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2699953656235, 43.7903533663587]]}"
2441,4273,TR-03728,,,Kennedy Rd,West,Pently Cres,South,T4110,22,,LCN,Existing,Provincial,S4004110,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2867261847655, 43.7795681984522]]}"
2442,4274,TR-03730,2950,Midland Ave,Midland Ave,West,Finch Ave E,South,T5722,22,,LKN,Temporarily Removed,Provincial,S4105722,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.285813948695, 43.8023164325435]]}"
