_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
2224,3951,TR-00013,347,Danforth Rd,Danforth Rd,East,Seminoff St,North,T1841,20,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2702024350228, 43.7033639187844]]}"
2225,3952,TR-00015,1351,Sheppard Ave E,Sheppard Ave E,South,Buchan Crt,West,T13454,17,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3588145978282, 43.7723679249141]]}"
2226,3953,TR-00018,80,Sandy Haven Dr,Warden Ave,East,Mcnicoll Ave,North,T8589,22,,B,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3209276946701, 43.8066677294758]]}"
2227,3954,TR-02811,2829,Yonge St,Yonge St,East,Glengrove Ave E,South,2947,15,Uptown Yonge,B,Existing,Provincial,00TS6836,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4008903663038, 43.7192710559217]]}"
2228,3955,TR-02813,943,Queen St E,Queen St E,South,Carlaw Ave,West,3022,14,Leslieville,I,Existing,Provincial,00TS6476,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3402807921452, 43.660926840419]]}"
2229,3956,TR-02815,686,Cosburn Ave,Cosburn Ave,North,Binswood Ave,West,2583,19,,A,Existing,Provincial,00TS8988,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3246877048332, 43.6949416735671]]}"
2230,3957,TR-02818,7,Park Vista,Dawes Rd,South,Park Vista,East,2736,19,,A,Existing,Provincial,00TS2554,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2969426447628, 43.6978376803137]]}"
2231,3958,TR-02824,3280,Dufferin St,Orfus Rd,North,Dufferin St,West,794,08,,J,Existing,Provincial,0TS10780,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4565333258142, 43.7204424729648]]}"
2232,3959,TR-02828,1868,Sheppard Ave W,Sheppard Ave W,North,Buckland Rd,East,T6063,07,,B,Existing,Provincial,0TS10908,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5031147973151, 43.7412749511649]]}"
2233,3960,TR-00026,2539,Bayview Ave,Bayview Ave,West,York Mills Rd,South,1476,15,,A,Existing,Provincial,0TS10972,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.383911546851, 43.7478061883139]]}"
2234,3961,TR-00028,1,Wilket Rd,Bayview Ave,East,Wilket Rd,South,T326,15,,D,Existing,Provincial,S2500326,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3836335864102, 43.7459162280747]]}"
2235,3962,SH-02603,1911,Eglinton Ave E,Eglinton Ave E,South,Lebovic Ave,East,T2233,20,,C,Temporarily Removed,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.291002122675, 43.7269419011685]]}"
2236,3965,SH-02433,89,Enchanted Hills Cres,Mccowan Rd,West,Alton Towers Crcl,North,T9819,23,,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2754125819291, 43.8288388837751]]}"
2237,3972,SH-00174,4190,Yonge St,Yonge St,West,William Carson Cres,North,T8964,08,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4076993349274, 43.7474225398233]]}"
2238,3977,SH-03071,400,The West Mall,The West Mall,West,Civic Centre Crt,North,T8680,02,,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5668059043236, 43.6432144109209]]}"
2239,3979,SH-02697,109,Huntingdale Blvd,Finch Ave E,North,Pharmacy Ave,West,T2531,22,,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3232662805772, 43.79510636879]]}"
2240,3981,SH-02077,2180,Islington Ave,Islington Ave,West,401 C E Islington S Ramp,South,T3830,01,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5518800026544, 43.7077784661907]]}"
2241,3987,TR-02196,100,Wynford Dr,Wynford Dr,North,Garamond Crt,East,T4718,16,,US,Existing,Provincial,0TS12058,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.331817878267, 43.7265658251262]]}"
2242,3988,TR-02205,23,Grandravine Dr,Grandravine Dr,South,Derrydown Rd,West,T2662,06,,LKN,Existing,Provincial,S0802662,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.491828083923, 43.7529512940172]]}"
2243,3989,TR-02212,3930,Lawrence Ave E,Orton Park Rd,East,Lawrence Ave E,North,T5950,24,,S,Existing,Provincial,S4305950,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2056875653471, 43.7644403490052]]}"
2244,3990,TR-02214,921,Midland Ave,Midland Ave,East,Lord Roberts Dr,South,T5704,21,,RN1,Temporarily Removed,Provincial,S3705704,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2585997103087, 43.7359363678579]]}"
2245,3991,TR-02220,56,Thorncliffe Park Dr,Thorncliffe Park Dr,West,Overlea Blvd,South,T8362,15,,T,Existing,Provincial,S2608362,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3418160540723, 43.7045581915193]]}"
2246,3992,TR-02225,16-24,The Links Rd,The Links Rd,West,Tournament Dr,North,T8343,15,,LKN,Existing,Provincial,S2508343,Yes,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4019549525465, 43.7508292582274]]}"
2247,3993,TR-02227,690,Wilson Heights Blvd,Wilson Heights Blvd,West,Clifton Ave,North,T3191,06,,S,Existing,Provincial,S1003191,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4632469092206, 43.7589895380066]]}"
2248,3994,TR-02108,1087,Alness St,Alness St,East,Flint Rd,South,T3,06,DuKe Heights,S,Existing,Provincial,S0800003,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4775466232513, 43.7817672858557]]}"
2249,3996,TR-02114,395-425,Danforth Rd,Danforth Rd,South,Birchmount Rd,West,T1845,20,,LC,Existing,Provincial,0TS12174,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2685388566336, 43.706056344203]]}"
2250,3997,TR-02116,122,Sentinel Rd,Sentinel Rd,West,Stilecroft Dr,North,T9226,06,,LCN,Existing,Provincial,S0909226,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.494389939902, 43.7505899473789]]}"
2251,3998,TR-02120,550,Cummer Ave,Cummer Ave,North,Ruddington Dr,West,T1816,17,,LKN,Temporarily Removed,Provincial,S2401816,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3908318388814, 43.7930881042315]]}"
2252,3999,TR-02122,235,Grandravine Dr,Grandravine Dr,South,Futura Dr,West,T2664,07,,LKN,Existing,Provincial,S0802664,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.507210868051, 43.7483606732624]]}"
2253,4000,TR-02134,2020,Don Mills Rd,Duncan Mill Rd,North,Don Mills Rd,West,T9776,16,,LCN,Existing,Provincial,S3409776,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3477328189072, 43.761827778197]]}"
2254,4002,TR-02138,174,Sloane Ave,Sloane Ave,West,Sweeney Dr,South,T8110,16,,LCN,Existing,Provincial,S3408110,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3124159850501, 43.7355180499033]]}"
2255,4003,TR-02144,3240,Bayview Ave,Bayview Ave,West,Ruddington Dr,South,T314,18,,LC,Existing,Provincial,0TS11922,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.392855499987, 43.7878583681712]]}"
2256,4004,TR-02147,2950,Jane St,Jane St,West,Firgrove Cres,South,T3892,07,,V,Existing,Provincial,0TS11962,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.517138167601, 43.7545608586087]]}"
2257,4005,TR-02152,2220,Midland Ave,Midland Ave,West,Progress Ave,North,T5683,21,,LCN,Existing,Provincial,S3705683,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2739661498485, 43.7749443451959]]}"
2258,4006,TR-02154,60,Overlea Blvd,Thorncliffe Park Dr,West,Overlea Blvd,North,T8364,15,,LCN,Existing,Provincial,S2608364,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3438582460385, 43.7077532913528]]}"
2259,4007,TR-02156,888,Birchmount Rd,Eglinton Ave E,South,Birchmount Rd,West,T2249,20,,LC,Temporarily Removed,Provincial,0TS12880,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.278189551137, 43.7297403899068]]}"
2260,4008,TR-02162,197,Laird Dr,Wicksteed Ave,North,Laird Dr,East,T6210,15,,LC,Existing,Provincial,0TS11972,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3633150412501, 43.7104972532743]]}"
2261,4009,TR-02175,2980,Don Mills Rd W,Don Mills Rd W,West,Goodview Rd,South,T13422,17,,LC,Existing,Provincial,0TS12096,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3523744367241, 43.7823445760405]]}"
2262,4010,TR-02178,101,Senlac Rd,Senlac Rd,West,Burnett Ave,North,T7112,18,,LKN,Existing,Provincial,S2307112,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4248256355832, 43.7639851060008]]}"
2263,4012,SH-02506,1064-1068,Coxwell Ave,Coxwell Ave,West,O'Connor Dr,,T4909,14,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.329482414955, 43.6973067597584]]}"
2264,4014,SH-00013,155,Antibes Dr,Bathurst St,West,Drewry Ave,North,T123,06,,B,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.445065130297, 43.7813547927874]]}"
2265,4017,SH-01308,3731-3745,Lawrence Ave E,Lawrence Ave E,South,Scarborough Golf Club Rd,West,T5316,24,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2161578618311, 43.761605473038]]}"
2266,4019,TR-01494,2011,Dufferin St,Rogers Rd,North,Dufferin St,East,T6021,12,,LC,Existing,Provincial,00TS7016,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4459217211092, 43.685687116778]]}"
2267,4020,TR-01497,119,Varna Dr,Varna Dr,East,Ranee Ave,South,T7408,08,,LKN,Temporarily Removed,Provincial,S1507408,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.445363802633, 43.723483315009]]}"
2268,4021,TR-01499,1,Flemington Rd,Flemington Rd,South,Varna Dr,West,T6389,08,,LKN,Existing,Provincial,S1506389,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4413828145229, 43.7196264140723]]}"
2269,4022,TR-01501,1,Replin Rd,Flemington Rd,South,Replin Rd,East,T6385,08,,LKN,Existing,Provincial,S1506385,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4433190544673, 43.7194778978259]]}"
2270,4023,TR-01034,3601,Victoria Park Ave,Mcnicoll Ave,South,Victoria Park Ave,East,984,22,,T,Existing,Provincial,0TS11586,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3354581885175, 43.804192726442]]}"
2271,4024,TR-01038,905,Dupont St,Dupont St,South,Ossington Ave,West,T1021,09,,R,Existing,Provincial,0TS11624,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4293364312103, 43.6700848329431]]}"
2272,4025,TR-01040,291,Rexdale Blvd,Martin Grove Rd,West,Rexdale Blvd,South,T5638,01,,I,Existing,Provincial,00TS1404,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5811828991602, 43.7136556101603]]}"
2273,4026,TR-01044,2,Cloverhill Rd,Stephen Dr,East,Cloverhill Rd,North,T7371,03,,A,Existing,Provincial,0TS11068,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4861978739981, 43.6352985897286]]}"
2274,4027,TR-01047,2,Waterbury Dr,Martin Grove Rd,West,Waterbury Dr,North,978,01,,I,Existing,Provincial,0TS11254,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5693781018296, 43.6879137073382]]}"
2275,4028,TR-01053,10,Senlac Rd,Senlac Rd,West,Sheppard Ave W,North,T7127,18,,S,Existing,Provincial,S2307127,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4228680284349, 43.7593886697589]]}"
2276,4029,TR-01055,2015,Lawrence Ave W,Lawrence Ave W,North,Ralph St,West,T5398,05,,I,Existing,Provincial,0TS11442,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5124832784136, 43.7011225289873]]}"
2277,4030,TR-01059,2525,St Clair Ave W,Runnymede Rd,West,St Clair Ave W,South,T7069,05,,I,Existing,Provincial,00TS6648,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4835069525157, 43.6685720891651]]}"
2278,4032,TR-01570,150,Ellesmere Rd,Ellesmere Rd,North,Claudius Gt,East,T7686,21,,LKN,Existing,Provincial,S4007686,Yes,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3077987689833, 43.7596984990151]]}"
2279,4033,TR-01573,1050,Pharmacy Ave,Pharmacy Ave,West,Sherwood Ave,South,T6747,21,,LC,Existing,Provincial,0TS11858,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3034353066085, 43.7399160230335]]}"
2280,4034,TR-01577,1807A,Lawrence Ave E,Pharmacy Ave,East,Lawrence Ave E,South,T6722,21,Wexford Heights,R,Existing,Provincial,0TS12015,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3044243480641, 43.7430129134002]]}"
2281,4035,TR-01579,59,Innisdale Dr,Pharmacy Ave,West,Innisdale Dr,South,T6701,21,,T,Existing,Provincial,S3706701,Yes,Temporarily Removed,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3011730328011, 43.7345055984358]]}"
2282,4036,TR-01585,1276,Danforth Rd,Danforth Rd,West,Wetherby Dr,North,T4969,21,,LKN,Existing,Provincial,S3804969,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2456865409817, 43.7396178044283]]}"
2283,4037,TR-01587,1433,Danforth Rd,Danforth Rd,East,Carslake Cres,South,T4940,21,,LKN,Existing,Provincial,S3804940,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2444703318935, 43.7462303518671]]}"
2284,4038,TR-01589,2787,Eglinton Ave E,Danforth Rd,East,Eglinton Ave E,South,T4941,20,,B,Temporarily Removed,Provincial,0TS12035,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2462669232648, 43.7368287075866]]}"
2285,4039,TR-01591,998,Danforth Rd,Danforth Rd,West,Brimley Rd,South,T4938,20,,Q,Existing,Provincial,0TS1190P,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2476126063125, 43.73515501131]]}"
2286,4040,TR-01597,2955,Kingston Rd,Cathedral Bluffs Dr,West,Kingston Rd,South,T4211,20,,LCN,Existing,Provincial,S3604211,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2324396650872, 43.7247891218812]]}"
2287,4041,TR-01601,550,Markham Rd,Markham Rd,West,Eastpark Blvd,North,T5558,24,,S,Existing,Provincial,S3805558,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2242806843399, 43.7557541623971]]}"
2288,4042,TR-01607,5121,Sheppard Ave E,Markham Rd,West,Sheppard Ave E,South,T4470,23,Sheppard East Village,A,Existing,Provincial,00TS9896,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2386566827069, 43.7930452463332]]}"
2289,4043,TR-01610,9940X,Sheppard Ave E,Meadowvale Rd,East,Sheppard Ave E,North,T6573,25,,LCN,Existing,Provincial,S4206573,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1709001883025, 43.8089429178291]]}"
2290,4046,TR-01623,109,South Woodrow Blvd,Highview Ave,North,South Woodrow Blvd,East,T2698,20,,S,Existing,Provincial,S3602698,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2607636065898, 43.7010154553898]]}"
2291,4047,TR-01630,600,Victoria Park Ave,Gerrard St E,North,Victoria Park Ave,West,T9698,19,,LC,Existing,Provincial,00TS6094,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2871663856554, 43.6868736222755]]}"
2292,4054,TR-01963,1051,Royal York Rd,Royal York Rd,West,Kingsgrove Blvd,North,T1516,03,,RN1,Existing,Provincial,S0501516,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5143393634569, 43.6538765601072]]}"
2293,4056,TR-01976,3390,Weston Rd,Weston Rd,West,Lanyard Rd,North,T8742,07,Emery Village,LC,Existing,Provincial,0TS12420,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5417970460695, 43.7483889392982]]}"
2294,4057,TR-01980,134,Overbrook Pl,Wilmington Ave,West,Overbrook Pl,North,T3183,06,,LKN,Existing,Provincial,S1003183,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4570244848233, 43.762957178987]]}"
2295,4058,TR-01988,2221,St Clair Ave W,St Clair Ave W,South,Mondovi Gt,West,T13710,05,,LCN,Existing,Provincial,S1113710,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4754338856385, 43.6707421923598]]}"
2296,4060,TR-02000,95,Ellesmere Rd,Ellesmere Rd,South,Pharmacy Ave,West,T6368,21,,U,Existing,Provincial,00TS9846,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3105184441478, 43.7588546871912]]}"
2297,4061,TR-02003,1,Ferncrest Gt,Victoria Park Ave,East,Ferncrest Gt,South,T8459,22,,LK,Existing,Provincial,00TS9816,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3293923469194, 43.7891483568723]]}"
2298,4063,TR-03574,1493,Finch Ave W,Finch Ave W,South,Sentinel Rd,East,T9821,07,,LC,Temporarily Removed,Provincial,0TS12738,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4992890273253, 43.7610993375612]]}"
2299,4064,TR-03576,75,Brown's Line,Brown's Line,East,Woodbury Rd,South,T3387,03,,LKN,Existing,Provincial,0TS12506,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5439919207134, 43.5993503308765]]}"
2300,4065,TR-03580,1084,Islington Ave,Islington Ave,West,Advance Rd,North,T2710,03,,LCN,Existing,Provincial,S0502710,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5200013592484, 43.6359865491447]]}"
2301,4066,TR-03582,983,Islington Ave,Islington Ave,East,Ambleside Ave,South,T2713,03,,RN1,Existing,Provincial,S0502713,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.516952773823, 43.6292055571284]]}"
2302,4068,TR-03590,,,The Queensway,South,Parkside Dr,West,,04,,Standard Ancaster,Temporarily Removed,Ancaster,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4539884098891, 43.6396904437469]]}"
2303,4069,TR-03594,916,Dixon Rd,Carlingview Dr,West,Dixon Rd,North,T7578,01,,LCN,Existing,Provincial,S0207578,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5958527652518, 43.6870209877192]]}"
2304,4070,TR-03595,1,Tremont Rd,Bloor St W,South,Tremont Rd,East,T594,03,,RN1,Existing,Provincial,S0500594,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5519626619989, 43.6379481429939]]}"
2305,4071,TR-03597,555,Martin Grove Rd,Martin Grove Rd,East,Redgrave Dr,North,T2865,02,,LCN,Existing,Provincial,S0402865,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5642345285044, 43.6773316858623]]}"
2306,4072,TR-03599,225,Rexdale Blvd,Rexdale Blvd,South,Brydon Dr,West,T6940,01,,LCN,Existing,Provincial,S0206940,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5746423651369, 43.712215662818]]}"
2307,4074,TR-03608,140,Vanderhoof Ave,Vanderhoof Ave,North,Thomas Elgie Dr,East,T13708,15,,D,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3559581320142, 43.713585643633]]}"
2308,4075,TR-03610,25,Silver Springs Blvd,Finch Ave E,North,Birchmount Rd,East,T2491,22,,B,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3056158806104, 43.7992249275313]]}"
2309,4076,TR-03618,88,Alton Towers Crcl,Mccowan Rd,East,Alton Towers Crcl,South,T10653,23,,B,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2748780481285, 43.8249970805888]]}"
2310,4077,TR-03652,2195,Lake Shore Blvd W,Lake Shore Blvd W,Centre South,Marine Parade Dr,West,T5195A,03,,Q10-SA,Existing,Provincial,TS12364R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4813288055055, 43.6227826645766]]}"
2311,4089,SH-00073,360,Pitfield Rd,Mccowan Rd,West,Pitfield Rd,North,T1312,23,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2575768900072, 43.7875392465626]]}"
2312,4090,TR-03763,,,Sheppard Ave E,South,Progress Ave,West,T4591,23,,V,Existing,Provincial,00TS1482,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2352439955825, 43.7944580491953]]}"
2313,4092,TR-03767,s5050,Sheppard Ave E,Sheppard Ave E,North,Scunthorpe Rd,West,T11258,23,Sheppard East Village,LCN,Existing,Provincial,00TS1150,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2421372845097, 43.7932721767677]]}"
2314,4093,TR-03768,5000,Sheppard Ave E,Sheppard Ave E,North,Massie St,West,T7208,23,Sheppard East Village,LC,Existing,Provincial,00TS1466,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2456202362439, 43.7925324018778]]}"
2315,4094,TR-03769,4900,Sheppard Ave E,Sheppard Ave E,North,Shorting Rd,East,T7248,23,Sheppard East Village,V,Existing,Provincial,00TS1460,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2486810629148, 43.791934720317]]}"
2316,4095,TR-03772,,,Warden Ave,West,Metropolitan Rd,South,T8592,21,,LC,Existing,Provincial,00TS1188,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3028467390211, 43.7668434285307]]}"
2317,4096,TR-03774,1303,Kennedy Rd,Kennedy Rd,West,Munham Gt,North,T4103,21,Kennedy Road,U,Existing,Provincial,00TS9856,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.278925168642, 43.7595133866757]]}"
2318,4097,TR-03775,819,Kennedy Rd,Kennedy Rd,East,Treverton Dr,North,T4129,21,,LK,Existing,Provincial,00TS1424,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.268774822427, 43.7345484070453]]}"
2319,4098,TR-03778,72,Main St,Main St,West,Benlamond Ave,North,T5529,19,,LC,Existing,Provincial,00TS6344,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2991429198606, 43.6811802393508]]}"
2320,4099,TR-03779,1430,Birchmount Rd,Birchmount Rd,West,Merryfield Dr,North,T436,21,,RN2,Temporarily Removed,Provincial,S3700436,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2869069018202, 43.7521836909534]]}"
2321,4100,TR-03781,,,Carlingview Dr,West,Meteor Dr,South,T7583,01,,LC,Existing,Provincial,00TS1348,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5928772980209, 43.6805741869457]]}"
2322,4102,TR-03788,65,Wellesley St E,Wellesley St E,South,Church St,West,T8626,13,Church-Wellesley Village,RN2,Existing,Provincial,S2708626,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3810829842691, 43.6656155611741]]}"
2323,4103,TR-03789,100,Spadina Rd,Spadina Rd,West,Bernard Ave,South,T8117,11,,Q,Existing,Provincial,0TS6706P,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4059986019917, 43.671827207601]]}"
2324,4104,TR-03791,474,Caledonia Rd,Caledonia Rd,West,Kitchener Ave,North,T728,09,,LCN,Existing,Provincial,S1700728,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4606517904145, 43.6890620808877]]}"
2325,4107,TR-01716,142,Richmond Park Blvd,Middlefield Rd,West,Richmond Park Blvd,North,T6598,23,,T,Existing,Provincial,S4106598,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2597698112073, 43.8144093030151]]}"
2326,4108,TR-01637,273,Pharmacy Ave,Pharmacy Ave,East,Dolphin Dr,North,T6693,20,,LK,Existing,Provincial,0TS11892,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2866556453469, 43.7002596498238]]}"
2327,4109,TR-01642,120,Carlton St,Carlton St,North,Jarvis St,East,T754,13,,DIG-RE,Existing,Provincial,,Yes,Missing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.376527615822, 43.6625289612418]]}"
2328,4110,TR-01644,380,Sherbourne St,Sherbourne St,West,Carlton St,North,T7311,13,,R,Existing,Provincial,0TS12047,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3731884903573, 43.6633064331258]]}"
2329,4111,TR-01655,1891,Eglinton Ave E,Eglinton Ave E,South,Pharmacy Ave,East,T2299,20,,LC,Temporarily Removed,Provincial,0TS12882,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2969079696355, 43.7256227132588]]}"
2330,4112,TR-01659,113,Ellesmere Rd,Pharmacy Ave,West,Ellesmere Rd,South,T9827,21,,U,Existing,Provincial,0TS11824,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3102284634929, 43.7586657212219]]}"
2331,4113,TR-01661,80,Ellesmere Rd,Pharmacy Ave,West,Ellesmere Rd,North,T6699,21,,LCN,Existing,Provincial,S4006699,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3104246288826, 43.7593314955351]]}"
2332,4114,TR-01663,1329,Kennedy Rd,Kennedy Rd,East,Brigstock Rd,North,T4073,21,Kennedy Road,U,Existing,Provincial,00TS9864,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2792697427181, 43.7613423191896]]}"
2333,4115,TR-01672,2358,Queen St E,Queen St E,North,Neville Park Blvd,East,T6813,19,,LKN,Existing,Provincial,S3206813,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2816063280251, 43.673948747155]]}"
2334,4116,TR-01684,33C,Shaw St,Shaw St,East,Adelaide St W,South,T6050,10,West Queen West,LC,Existing,Provincial,00TS6666,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4153357567866, 43.6425678209294]]}"
2335,4118,TR-01690,146,Westmore Dr,Finch Ave W,South,Westmore Dr,West,T2640,01,,US,Temporarily Removed,Provincial,00TS1342,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.6011949475456, 43.7344809098672]]}"
2336,4119,TR-01692,600,Ellesmere Rd,Ellesmere Rd,North,Birchmount Rd,West,T7679,21,,LK,Existing,Provincial,0TS11796,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2919367341622, 43.7634205365623]]}"
2337,4120,TR-01694,520,Midwest Rd,Midland Ave,West,Midwest Rd,North,T5723,21,,U,Existing,Provincial,0TS12204,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.27074164131, 43.7661099730995]]}"
